"#","Market","Type","Rate","Amount","Total","Timestamp"
"10826073","USNBT/BTC","Buy","0.00045870","20000.00000000","9.174000","15/06/2017 4:09:00 PM"
"10825052","USNBT/BTC","Buy","0.00045707","15000.00000000","6.856050","15/06/2017 3:48:00 PM"
"10824271","USNBT/BTC","Buy","0.00046060","30000.00000000","13.818000","15/06/2017 3:33:00 PM"
"10823203","USNBT/BTC","Buy","0.00048610","0.13889086","0.000068","15/06/2017 3:06:00 PM"
"10823087","USNBT/BTC","Buy","0.00048390","1946.37178242","0.941849","15/06/2017 3:04:00 PM"
"10821828","USNBT/BTC","Buy","0.00045233","2800.36000000","1.266687","15/06/2017 2:42:00 PM"
"10821827","USNBT/BTC","Buy","0.00045607","2480.21600000","1.131152","15/06/2017 2:42:00 PM"
"10821826","USNBT/BTC","Buy","0.00045981","2240.10800000","1.030024","15/06/2017 2:42:00 PM"
"10821825","USNBT/BTC","Buy","0.00046355","2080.03600000","0.964201","15/06/2017 2:42:00 PM"
"10821824","USNBT/BTC","Buy","0.00046729","2000.00000000","0.934580","15/06/2017 2:42:00 PM"
"10821293","USNBT/BTC","Buy","0.00046577","0.29660849","0.000138","15/06/2017 2:34:00 PM"
"10821135","USNBT/BTC","Buy","0.00046917","2079.92432000","0.975838","15/06/2017 2:30:00 PM"
"10821134","USNBT/BTC","Buy","0.00047295","1999.55103739","0.945688","15/06/2017 2:30:00 PM"
"10821126","USNBT/BTC","Buy","0.00047117","0.12690000","0.000060","15/06/2017 2:30:00 PM"
"10821125","USNBT/BTC","Buy","0.00047000","0.32206261","0.000151","15/06/2017 2:30:00 PM"
"10821073","USNBT/BTC","Buy","0.00046434","1.91220307","0.000888","15/06/2017 2:29:00 PM"
"10820946","USNBT/BTC","Buy","0.00046104","1997.62624404","0.920986","15/06/2017 2:27:00 PM"
"10820929","USNBT/BTC","Buy","0.00046104","0.01495010","0.000007","15/06/2017 2:27:00 PM"
"10820918","USNBT/BTC","Buy","0.00045279","0.73925462","0.000335","15/06/2017 2:26:00 PM"
"10820917","USNBT/BTC","Buy","0.00045279","1.61955124","0.000733","15/06/2017 2:26:00 PM"
"10820898","USNBT/BTC","Buy","0.00045977","47.65118335","0.021909","15/06/2017 2:26:00 PM"
"10819961","USNBT/BTC","Buy","0.00044799","2000.00000000","0.895980","15/06/2017 2:08:00 PM"
"10818369","USNBT/BTC","Sell","0.00043487","1100.00000000","0.478357","15/06/2017 1:37:00 PM"
"10818157","USNBT/BTC","Sell","0.00043480","500.00000000","0.217400","15/06/2017 1:32:00 PM"
"10818005","USNBT/BTC","Sell","0.00043480","800.00000000","0.347840","15/06/2017 1:29:00 PM"
"10817969","USNBT/BTC","Sell","0.00043609","2000.00000000","0.872180","15/06/2017 1:29:00 PM"
"10817908","USNBT/BTC","Sell","0.00043609","2.39597928","0.001045","15/06/2017 1:28:00 PM"
"10817696","USNBT/BTC","Sell","0.00043369","2000.00000000","0.867380","15/06/2017 1:24:00 PM"
"10817075","USNBT/BTC","Sell","0.00044161","1200.00000000","0.529932","15/06/2017 1:12:00 PM"
"10816987","USNBT/BTC","Sell","0.00044161","0.32206261","0.000142","15/06/2017 1:10:00 PM"
"10816119","USNBT/BTC","Buy","0.00044585","1000.00000000","0.445850","15/06/2017 12:49:00 PM"
"10816095","USNBT/BTC","Buy","0.00044585","0.01736518","0.000008","15/06/2017 12:49:00 PM"
"10815930","USNBT/BTC","Buy","0.00044444","15000.00000000","6.666600","15/06/2017 12:46:00 PM"
"10815710","USNBT/BTC","Buy","0.00044779","0.29411773","0.000132","15/06/2017 12:41:00 PM"
"10815679","USNBT/BTC","Buy","0.00044779","0.14705887","0.000066","15/06/2017 12:40:00 PM"
"10815661","USNBT/BTC","Buy","0.00044779","0.14705887","0.000066","15/06/2017 12:40:00 PM"
"10815647","USNBT/BTC","Buy","0.00044779","0.14705887","0.000066","15/06/2017 12:40:00 PM"
"10815495","USNBT/BTC","Sell","0.00045185","47.65118335","0.021531","15/06/2017 12:37:00 PM"
"10815488","USNBT/BTC","Buy","0.00045243","0.04584576","0.000021","15/06/2017 12:37:00 PM"
"10815235","USNBT/BTC","Buy","0.00045555","0.31417266","0.000143","15/06/2017 12:31:00 PM"
"10815234","USNBT/BTC","Buy","0.00044014","1.00000000","0.000440","15/06/2017 12:31:00 PM"
"10812377","USNBT/BTC","Buy","0.00044014","4000.00000000","1.760560","15/06/2017 11:32:00 AM"
"10812098","USNBT/BTC","Buy","0.00044014","5.27389559","0.002321","15/06/2017 11:27:00 AM"
"10811968","USNBT/BTC","Buy","0.00043270","20000.00000000","8.654000","15/06/2017 11:24:00 AM"
"10811967","USNBT/BTC","Buy","0.00043619","20000.00000000","8.723800","15/06/2017 11:24:00 AM"
"10810214","USNBT/BTC","Buy","0.00042603","0.39031593","0.000166","15/06/2017 10:47:00 AM"
"10810023","USNBT/BTC","Buy","0.00043066","1.56400193","0.000674","15/06/2017 10:42:00 AM"
"10809557","USNBT/BTC","Buy","0.00042095","10000.00000000","4.209500","15/06/2017 10:31:00 AM"
"10809556","USNBT/BTC","Buy","0.00042434","20000.00000000","8.486800","15/06/2017 10:31:00 AM"
"10805776","USNBT/BTC","Buy","0.00044072","0.41012105","0.000181","15/06/2017 9:15:00 AM"
"10804832","USNBT/BTC","Buy","0.00044072","1.29130400","0.000569","15/06/2017 8:50:00 AM"
"10802601","USNBT/BTC","Buy","0.00044072","29.01916402","0.012789","15/06/2017 8:01:00 AM"
"10793359","USNBT/BTC","Sell","0.00041679","1.00000000","0.000417","15/06/2017 4:34:00 AM"
"10789693","USNBT/BTC","Sell","0.00041815","10.54779118","0.004411","15/06/2017 3:00:00 AM"
"10788709","USNBT/BTC","Sell","0.00041815","10.00000000","0.004182","15/06/2017 2:32:00 AM"
"10785552","USNBT/BTC","Buy","0.00041969","21446.64243940","9.000941","15/06/2017 1:13:00 AM"
"10785551","USNBT/BTC","Buy","0.00042307","10000.00000000","4.230700","15/06/2017 1:13:00 AM"
"10785367","USNBT/BTC","Buy","0.00041946","68.14218592","0.028583","15/06/2017 1:09:00 AM"
"10785044","USNBT/BTC","Sell","0.00041904","0.02386407","0.000010","15/06/2017 1:01:00 AM"
"10783424","USNBT/BTC","Buy","0.00041261","10400.29930000","4.291267","15/06/2017 12:28:00 AM"
"10783423","USNBT/BTC","Buy","0.00041594","10000.00000000","4.159400","15/06/2017 12:28:00 AM"
"10782746","USNBT/BTC","Buy","0.00041804","10399.85050000","4.347554","15/06/2017 12:09:00 AM"
"10782745","USNBT/BTC","Buy","0.00042141","10000.00000000","4.214100","15/06/2017 12:09:00 AM"
"10782534","USNBT/BTC","Sell","0.00042284","48.40864576","0.020469","15/06/2017 12:04:00 AM"
"10781822","USNBT/BTC","Buy","0.00042560","0.24380592","0.000104","14/06/2017 11:49:00 PM"
"10781760","USNBT/BTC","Buy","0.00042560","0.74955655","0.000319","14/06/2017 11:47:00 PM"
"10781431","USNBT/BTC","Buy","0.00043271","3.13358446","0.001356","14/06/2017 11:40:00 PM"
"10780355","USNBT/BTC","Buy","0.00042000","1500.00000000","0.630000","14/06/2017 11:20:00 PM"
"10780354","USNBT/BTC","Buy","0.00041921","49.10311715","0.020585","14/06/2017 11:20:00 PM"
"10780015","USNBT/BTC","Buy","0.00039130","0.92080000","0.000360","14/06/2017 11:14:00 PM"
"10780014","USNBT/BTC","Buy","0.00038519","1.00000000","0.000385","14/06/2017 11:14:00 PM"
"10757201","USNBT/BTC","Buy","0.00039843","8730.40035603","3.478453","14/06/2017 3:54:00 PM"
"10757200","USNBT/BTC","Buy","0.00040164","10000.00000000","4.016400","14/06/2017 3:54:00 PM"
"10756718","USNBT/BTC","Sell","0.00041070","85.12696493","0.034962","14/06/2017 3:35:00 PM"
"10756681","USNBT/BTC","Sell","0.00041315","68.14218592","0.028153","14/06/2017 3:35:00 PM"
"10756564","USNBT/BTC","Buy","0.00041256","68.51314222","0.028266","14/06/2017 3:32:00 PM"
"10756263","USNBT/BTC","Sell","0.00040651","68.51314222","0.027851","14/06/2017 3:28:00 PM"
"10756106","USNBT/BTC","Buy","0.00040337","0.89462963","0.000361","14/06/2017 3:25:00 PM"
"10755927","USNBT/BTC","Buy","0.00039352","8398.08293040","3.304814","14/06/2017 3:22:00 PM"
"10755926","USNBT/BTC","Buy","0.00039675","11201.60845000","4.444238","14/06/2017 3:22:00 PM"
"10755925","USNBT/BTC","Buy","0.00039998","10400.53615000","4.160006","14/06/2017 3:22:00 PM"
"10755924","USNBT/BTC","Buy","0.00040321","9999.77246960","4.032008","14/06/2017 3:22:00 PM"
"10755887","USNBT/BTC","Buy","0.00039876","0.22753040","0.000091","14/06/2017 3:21:00 PM"
"10754582","USNBT/BTC","Sell","0.00040390","49.10311715","0.019833","14/06/2017 2:56:00 PM"
"10754096","USNBT/BTC","Buy","0.00040000","1.00000000","0.000400","14/06/2017 2:47:00 PM"
"10753988","USNBT/BTC","Buy","0.00039474","2.08395655","0.000823","14/06/2017 2:46:00 PM"
"10753488","USNBT/BTC","Buy","0.00038953","4071.71490147","1.586055","14/06/2017 2:38:00 PM"
"10753417","USNBT/BTC","Buy","0.00038953","0.97813943","0.000381","14/06/2017 2:36:00 PM"
"10753392","USNBT/BTC","Buy","0.00038310","2.02519442","0.000776","14/06/2017 2:35:00 PM"
"10753391","USNBT/BTC","Buy","0.00038309","52.23375219","0.020010","14/06/2017 2:35:00 PM"
"10751632","USNBT/BTC","Buy","0.00037551","14512.68009853","5.449657","14/06/2017 1:52:00 PM"
"10751631","USNBT/BTC","Buy","0.00037854","10000.00000000","3.785400","14/06/2017 1:52:00 PM"
"10749482","USNBT/BTC","Sell","0.00037724","52.23375219","0.019705","14/06/2017 1:08:00 PM"
"10748477","USNBT/BTC","Sell","0.00037707","1.00000000","0.000377","14/06/2017 12:48:00 PM"
"10748331","USNBT/BTC","Sell","0.00037606","1.00000000","0.000376","14/06/2017 12:43:00 PM"
"10747986","USNBT/BTC","Buy","0.00037215","25.00000000","0.009304","14/06/2017 12:33:00 PM"
"10747922","USNBT/BTC","Buy","0.00037215","1.35243218","0.000503","14/06/2017 12:32:00 PM"
"10747921","USNBT/BTC","Buy","0.00037515","9998.64756782","3.750993","14/06/2017 12:32:00 PM"
"10747809","USNBT/BTC","Sell","0.00037665","1.00000000","0.000377","14/06/2017 12:28:00 PM"
"10747752","USNBT/BTC","Sell","0.00037665","1.00000000","0.000377","14/06/2017 12:26:00 PM"
"10747739","USNBT/BTC","Sell","0.00037665","1.00000400","0.000377","14/06/2017 12:26:00 PM"
"10747730","USNBT/BTC","Buy","0.00037515","1.35243218","0.000507","14/06/2017 12:26:00 PM"
"10747705","USNBT/BTC","Sell","0.00037665","2.87501149","0.001083","14/06/2017 12:25:00 PM"
"10747693","USNBT/BTC","Sell","0.00037665","1.35242590","0.000509","14/06/2017 12:25:00 PM"
"10747680","USNBT/BTC","Sell","0.00037665","2.91667833","0.001099","14/06/2017 12:25:00 PM"
"10747672","USNBT/BTC","Sell","0.00037665","0.99088343","0.000373","14/06/2017 12:24:00 PM"
"10747654","USNBT/BTC","Sell","0.00037665","0.98037960","0.000369","14/06/2017 12:24:00 PM"
"10747651","USNBT/BTC","Sell","0.00037665","1.00000000","0.000377","14/06/2017 12:24:00 PM"
"10747647","USNBT/BTC","Sell","0.00037665","1.00687640","0.000379","14/06/2017 12:24:00 PM"
"10747048","USNBT/BTC","Buy","0.00037143","10400.60500000","3.863097","14/06/2017 12:12:00 PM"
"10747047","USNBT/BTC","Buy","0.00037443","10000.00000000","3.744300","14/06/2017 12:12:00 PM"
"10742840","USNBT/BTC","Buy","0.00037601","52.18658599","0.019623","14/06/2017 10:37:00 AM"
"10742384","USNBT/BTC","Sell","0.00037397","52.18658599","0.019516","14/06/2017 10:29:00 AM"
"10735813","USNBT/BTC","Buy","0.00036139","5.00479236","0.001809","14/06/2017 8:24:00 AM"
"10723238","USNBT/BTC","Buy","0.00036928","20000.00000000","7.385600","14/06/2017 2:51:00 AM"
"10716661","USNBT/BTC","Buy","0.00037162","0.76769822","0.000285","13/06/2017 11:45:00 PM"
"10706659","USNBT/BTC","Buy","0.00037265","20000.00000000","7.453000","13/06/2017 7:57:00 PM"
"10704433","USNBT/BTC","Sell","0.00036807","0.70846880","0.000261","13/06/2017 7:18:00 PM"
"10703774","USNBT/BTC","Sell","0.00036806","0.71238137","0.000262","13/06/2017 7:05:00 PM"
"10695812","USNBT/BTC","Buy","0.00037674","55.30571347","0.020836","13/06/2017 4:11:00 PM"
"10690617","USNBT/BTC","Sell","0.00036782","29.11552242","0.010709","13/06/2017 2:15:00 PM"
"10687458","USNBT/BTC","Sell","0.00038500","14.19019105","0.005463","13/06/2017 1:15:00 PM"
"10686617","USNBT/BTC","Sell","0.00038500","12.00000000","0.004620","13/06/2017 1:00:00 PM"
"10684095","USNBT/BTC","Buy","0.00038379","0.65228785","0.000250","13/06/2017 12:07:00 PM"
"10680898","USNBT/BTC","Buy","0.00037732","46.40508327","0.017510","13/06/2017 10:49:00 AM"
"10680204","USNBT/BTC","Sell","0.00036392","46.40508327","0.016888","13/06/2017 10:31:00 AM"
"10678267","USNBT/BTC","Buy","0.00037734","46.52748559","0.017557","13/06/2017 9:36:00 AM"
"10677639","USNBT/BTC","Sell","0.00036544","46.52748559","0.017003","13/06/2017 9:18:00 AM"
"10630067","USNBT/BTC","Sell","0.00037983","30.00000000","0.011395","12/06/2017 4:53:00 PM"
"10626233","USNBT/BTC","Sell","0.00035967","26.85068335","0.009657","12/06/2017 3:57:00 PM"
"10618316","USNBT/BTC","Buy","0.00037243","20000.00000000","7.448600","12/06/2017 1:32:00 PM"
"10615442","USNBT/BTC","Buy","0.00037679","2.27001932","0.000855","12/06/2017 12:40:00 PM"
"10615440","USNBT/BTC","Buy","0.00037642","1.79769258","0.000677","12/06/2017 12:40:00 PM"
"10612983","USNBT/BTC","Buy","0.00037836","20000.00000000","7.567200","12/06/2017 11:56:00 AM"
"10612762","USNBT/BTC","Buy","0.00037298","0.87144763","0.000325","12/06/2017 11:51:00 AM"
"10612722","USNBT/BTC","Buy","0.00036722","0.92088513","0.000338","12/06/2017 11:50:00 AM"
"10609288","USNBT/BTC","Buy","0.00035455","4940.82893655","1.751771","12/06/2017 10:45:00 AM"
"10609183","USNBT/BTC","Buy","0.00035397","20000.00000000","7.079400","12/06/2017 10:43:00 AM"
"10607513","USNBT/BTC","Buy","0.00035359","0.22780940","0.000081","12/06/2017 10:10:00 AM"
"10607277","USNBT/BTC","Buy","0.00035184","0.23270022","0.000082","12/06/2017 10:04:00 AM"
"10595698","USNBT/BTC","Buy","0.00034067","86.40949683","0.029437","12/06/2017 5:41:00 AM"
"10595445","USNBT/BTC","Sell","0.00034254","0.29212148","0.000100","12/06/2017 5:34:00 AM"
"10594606","USNBT/BTC","Sell","0.00034234","86.40949683","0.029581","12/06/2017 5:09:00 AM"
"10561800","USNBT/BTC","Sell","0.00033897","0.72359051","0.000245","11/06/2017 5:16:00 PM"
"10559493","USNBT/BTC","Sell","0.00033600","1.00000000","0.000336","11/06/2017 4:38:00 PM"
"10558684","USNBT/BTC","Sell","0.00034763","0.22587905","0.000079","11/06/2017 4:27:00 PM"
"10558465","USNBT/BTC","Sell","0.00034762","0.22306095","0.000078","11/06/2017 4:24:00 PM"
"10543669","USNBT/BTC","Buy","0.00035472","31.94000000","0.011330","11/06/2017 10:47:00 AM"
"10540179","USNBT/BTC","Buy","0.00035576","94.19375732","0.033510","11/06/2017 9:31:00 AM"
"10454322","USNBT/BTC","Sell","0.00035603","0.25135532","0.000089","9/06/2017 11:23:00 PM"
"10453111","USNBT/BTC","Buy","0.00035567","0.20937672","0.000074","9/06/2017 10:57:00 PM"
"10451996","USNBT/BTC","Buy","0.00035568","0.21877269","0.000078","9/06/2017 10:37:00 PM"
"10435768","USNBT/BTC","Sell","0.00035242","0.23792952","0.000084","9/06/2017 5:07:00 PM"
"10435734","USNBT/BTC","Buy","0.00035294","19.64720000","0.006934","9/06/2017 5:06:00 PM"
"10431813","USNBT/BTC","Sell","0.00035272","0.45523709","0.000161","9/06/2017 3:49:00 PM"
"10431196","USNBT/BTC","Sell","0.00035406","0.54194683","0.000192","9/06/2017 3:39:00 PM"
"10426663","USNBT/BTC","Sell","0.00035642","0.17127741","0.000061","9/06/2017 2:36:00 PM"
"10424179","USNBT/BTC","Buy","0.00035590","0.05092931","0.000018","9/06/2017 2:01:00 PM"
"10422929","USNBT/BTC","Buy","0.00035651","243.17937631","0.086696","9/06/2017 1:42:00 PM"
"10412579","USNBT/BTC","Sell","0.00035877","0.20029774","0.000072","9/06/2017 10:40:00 AM"
"10410517","USNBT/BTC","Sell","0.00035706","0.23776583","0.000085","9/06/2017 9:59:00 AM"
"10409359","USNBT/BTC","Sell","0.00036035","0.49108807","0.000177","9/06/2017 9:35:00 AM"
"10408127","USNBT/BTC","Sell","0.00036034","0.51693977","0.000186","9/06/2017 9:14:00 AM"
"10400962","USNBT/BTC","Sell","0.00035902","100.10000000","0.035938","9/06/2017 6:44:00 AM"
"10400384","USNBT/BTC","Sell","0.00035902","20.00000000","0.007180","9/06/2017 6:35:00 AM"
"10400357","USNBT/BTC","Sell","0.00035902","20.00000000","0.007180","9/06/2017 6:34:00 AM"
"10393645","USNBT/BTC","Sell","0.00035529","0.53660712","0.000191","9/06/2017 4:22:00 AM"
"10391600","USNBT/BTC","Sell","0.00035626","0.18352805","0.000065","9/06/2017 3:41:00 AM"
"10388213","USNBT/BTC","Sell","0.00035872","0.55528189","0.000199","9/06/2017 2:23:00 AM"
"10388212","USNBT/BTC","Sell","0.00035906","0.35342844","0.000127","9/06/2017 2:23:00 AM"
"10388211","USNBT/BTC","Sell","0.00035970","0.17154368","0.000062","9/06/2017 2:23:00 AM"
"10380864","USNBT/BTC","Sell","0.00036260","0.63633072","0.000231","8/06/2017 11:50:00 PM"
"10380863","USNBT/BTC","Sell","0.00036260","0.62599429","0.000227","8/06/2017 11:50:00 PM"
"10379715","USNBT/BTC","Sell","0.00036469","60.00000000","0.021881","8/06/2017 11:32:00 PM"
"10375775","USNBT/BTC","Sell","0.00036666","0.82851789","0.000304","8/06/2017 10:24:00 PM"
"10375715","USNBT/BTC","Sell","0.00036666","0.22791072","0.000084","8/06/2017 10:22:00 PM"
"10375650","USNBT/BTC","Sell","0.00036690","0.18547620","0.000068","8/06/2017 10:21:00 PM"
"10375454","USNBT/BTC","Sell","0.00036722","0.49232967","0.000181","8/06/2017 10:18:00 PM"
"10374574","USNBT/BTC","Buy","0.00036776","0.56771769","0.000209","8/06/2017 9:56:00 PM"
"10373751","USNBT/BTC","Buy","0.00036756","0.62817734","0.000231","8/06/2017 9:44:00 PM"
"10372156","USNBT/BTC","Sell","0.00036614","0.22799825","0.000083","8/06/2017 9:14:00 PM"
"10371441","USNBT/BTC","Sell","0.00036834","0.93513001","0.000344","8/06/2017 9:02:00 PM"
"10370405","USNBT/BTC","Sell","0.00037044","0.95414903","0.000353","8/06/2017 8:47:00 PM"
"10369527","USNBT/BTC","Sell","0.00037055","0.16384471","0.000061","8/06/2017 8:34:00 PM"
"10364336","USNBT/BTC","Sell","0.00037144","0.35842134","0.000133","8/06/2017 7:00:00 PM"
"10362886","USNBT/BTC","Sell","0.00037291","125.66564064","0.046862","8/06/2017 6:32:00 PM"
"10362802","USNBT/BTC","Sell","0.00037291","1.97026237","0.000735","8/06/2017 6:31:00 PM"
"10355855","USNBT/BTC","Sell","0.00037378","20.09738349","0.007512","8/06/2017 4:49:00 PM"
"10355606","USNBT/BTC","Sell","0.00036921","0.92088513","0.000340","8/06/2017 4:46:00 PM"
"10355605","USNBT/BTC","Sell","0.00036942","0.19732149","0.000073","8/06/2017 4:46:00 PM"
"10351870","USNBT/BTC","Sell","0.00037472","2.66865927","0.001000","8/06/2017 3:55:00 PM"
"10347310","USNBT/BTC","Buy","0.00037176","0.53057271","0.000197","8/06/2017 2:42:00 PM"
"10347055","USNBT/BTC","Buy","0.00037051","0.21272819","0.000079","8/06/2017 2:38:00 PM"
"10345676","USNBT/BTC","Buy","0.00036848","0.22827440","0.000084","8/06/2017 2:11:00 PM"
"10342007","USNBT/BTC","Buy","0.00036945","0.43369435","0.000160","8/06/2017 1:09:00 PM"
"10341436","USNBT/BTC","Sell","0.00036203","0.18030651","0.000065","8/06/2017 12:59:00 PM"
"10336141","USNBT/BTC","Sell","0.00036304","0.47989305","0.000174","8/06/2017 11:40:00 AM"
"10330740","USNBT/BTC","Sell","0.00036046","0.60256725","0.000217","8/06/2017 10:05:00 AM"
"10329496","USNBT/BTC","Sell","0.00036698","0.36552483","0.000134","8/06/2017 9:41:00 AM"
"10326862","USNBT/BTC","Buy","0.00036522","0.54206092","0.000198","8/06/2017 8:49:00 AM"
"10325530","USNBT/BTC","Buy","0.00036452","0.56410997","0.000206","8/06/2017 8:24:00 AM"
"10313078","USNBT/BTC","Sell","0.00037462","0.25315823","0.000095","8/06/2017 4:29:00 AM"
"10312250","USNBT/BTC","Sell","0.00036718","1.19434699","0.000439","8/06/2017 4:11:00 AM"
"10312249","USNBT/BTC","Sell","0.00036718","0.53633704","0.000197","8/06/2017 4:11:00 AM"
"10312248","USNBT/BTC","Sell","0.00036718","1.26874659","0.000466","8/06/2017 4:11:00 AM"
"10311113","USNBT/BTC","Sell","0.00036717","1.19039850","0.000437","8/06/2017 3:54:00 AM"
"10309509","USNBT/BTC","Sell","0.00036788","2.58236381","0.000950","8/06/2017 3:25:00 AM"
"10308938","USNBT/BTC","Buy","0.00037746","0.08346981","0.000032","8/06/2017 3:15:00 AM"
"10303240","USNBT/BTC","Buy","0.00038386","26.22722373","0.010068","8/06/2017 1:28:00 AM"
"10303061","USNBT/BTC","Buy","0.00038175","0.07849373","0.000030","8/06/2017 1:25:00 AM"
"10302170","USNBT/BTC","Buy","0.00037951","37.36210202","0.014179","8/06/2017 1:08:00 AM"
"10301550","USNBT/BTC","Sell","0.00037657","37.19488287","0.014006","8/06/2017 12:58:00 AM"
"10301255","USNBT/BTC","Buy","0.00033603","0.14228180","0.000048","8/06/2017 12:53:00 AM"
"10299465","USNBT/BTC","Sell","0.00036702","0.54672211","0.000201","8/06/2017 12:27:00 AM"
"10299252","USNBT/BTC","Buy","0.00037429","5.23234027","0.001958","8/06/2017 12:24:00 AM"
"10299127","USNBT/BTC","Sell","0.00037706","31.99679466","0.012065","8/06/2017 12:22:00 AM"
"10295807","USNBT/BTC","Buy","0.00038031","0.59976675","0.000228","7/06/2017 11:39:00 PM"
"10294806","USNBT/BTC","Buy","0.00038235","0.38406458","0.000147","7/06/2017 11:26:00 PM"
"10294805","USNBT/BTC","Buy","0.00038235","0.19249173","0.000074","7/06/2017 11:26:00 PM"
"10293940","USNBT/BTC","Buy","0.00038387","3946.00000000","1.514751","7/06/2017 11:14:00 PM"
"10293660","USNBT/BTC","Buy","0.00033612","8.42279656","0.002831","7/06/2017 11:10:00 PM"
"10292809","USNBT/BTC","Buy","0.00037700","0.76122827","0.000287","7/06/2017 10:56:00 PM"
"10292645","USNBT/BTC","Sell","0.00037572","3946.00000000","1.482591","7/06/2017 10:53:00 PM"
"10292587","USNBT/BTC","Buy","0.00037422","0.18658160","0.000070","7/06/2017 10:52:00 PM"
"10292558","USNBT/BTC","Buy","0.00037422","0.42741842","0.000160","7/06/2017 10:52:00 PM"
"10290604","USNBT/BTC","Buy","0.00037081","0.81362663","0.000302","7/06/2017 10:19:00 PM"
"10290348","USNBT/BTC","Buy","0.00037227","0.63255742","0.000235","7/06/2017 10:14:00 PM"
"10287390","USNBT/BTC","Buy","0.00036508","0.19722391","0.000072","7/06/2017 9:27:00 PM"
"10286449","USNBT/BTC","Buy","0.00036910","4033.00000000","1.488580","7/06/2017 9:12:00 PM"
"10286083","USNBT/BTC","Sell","0.00036403","4033.00000000","1.468133","7/06/2017 9:05:00 PM"
"10285234","USNBT/BTC","Buy","0.00036130","4079.93900000","1.474082","7/06/2017 8:49:00 PM"
"10284847","USNBT/BTC","Buy","0.00036104","0.51431534","0.000186","7/06/2017 8:41:00 PM"
"10284846","USNBT/BTC","Buy","0.00036104","0.60502944","0.000218","7/06/2017 8:41:00 PM"
"10278142","USNBT/BTC","Sell","0.00035531","0.33910000","0.000120","7/06/2017 6:54:00 PM"
"10275103","USNBT/BTC","Sell","0.00035824","0.47835889","0.000171","7/06/2017 6:04:00 PM"
"10274327","USNBT/BTC","Sell","0.00035926","200.00000000","0.071852","7/06/2017 5:54:00 PM"
"10273326","USNBT/BTC","Sell","0.00035994","51.39745513","0.018500","7/06/2017 5:41:00 PM"
"10271806","USNBT/BTC","Buy","0.00036405","0.69467489","0.000253","7/06/2017 5:16:00 PM"
"10260630","USNBT/BTC","Sell","0.00035305","41.93454191","0.014805","7/06/2017 1:59:00 PM"
"10258809","USNBT/BTC","Sell","0.00035395","59.34234089","0.021004","7/06/2017 1:26:00 PM"
"10258711","USNBT/BTC","Buy","0.00035253","3.67491488","0.001296","7/06/2017 1:25:00 PM"
"10258296","USNBT/BTC","Sell","0.00035457","1.52395663","0.000540","7/06/2017 1:19:00 PM"
"10252682","USNBT/BTC","Sell","0.00035318","0.30371887","0.000107","7/06/2017 11:49:00 AM"
"10251651","USNBT/BTC","Sell","0.00035376","0.60242623","0.000213","7/06/2017 11:34:00 AM"
"10251479","USNBT/BTC","Sell","0.00035376","0.39778249","0.000141","7/06/2017 11:31:00 AM"
"10251451","USNBT/BTC","Sell","0.00035450","0.33323703","0.000118","7/06/2017 11:30:00 AM"
"10251450","USNBT/BTC","Sell","0.00035450","0.52846317","0.000187","7/06/2017 11:30:00 AM"
"10251449","USNBT/BTC","Sell","0.00035451","0.27793832","0.000099","7/06/2017 11:30:00 AM"
"10249054","USNBT/BTC","Sell","0.00035519","0.10064292","0.000036","7/06/2017 10:49:00 AM"
"10249026","USNBT/BTC","Sell","0.00035519","0.13725063","0.000049","7/06/2017 10:49:00 AM"
"10248409","USNBT/BTC","Sell","0.00035519","0.97591248","0.000347","7/06/2017 10:39:00 AM"
"10241545","USNBT/BTC","Buy","0.00035800","15.60637348","0.005587","7/06/2017 8:45:00 AM"
"10240969","USNBT/BTC","Sell","0.00035744","1.00000000","0.000357","7/06/2017 8:34:00 AM"
"10240672","USNBT/BTC","Buy","0.00035762","157.63485841","0.056373","7/06/2017 8:29:00 AM"
"10218671","USNBT/BTC","Sell","0.00035460","0.17053123","0.000060","7/06/2017 12:25:00 AM"
"10217431","USNBT/BTC","Buy","0.00035477","0.21184052","0.000075","7/06/2017 12:00:00 AM"
"10217256","USNBT/BTC","Buy","0.00035460","0.26412995","0.000094","6/06/2017 11:57:00 PM"
"10217032","USNBT/BTC","Buy","0.00035421","0.20720667","0.000073","6/06/2017 11:55:00 PM"
"10216696","USNBT/BTC","Buy","0.00035264","1.05339402","0.000371","6/06/2017 11:49:00 PM"
"10214573","USNBT/BTC","Buy","0.00035125","18.38940545","0.006459","6/06/2017 11:06:00 PM"
"10213510","USNBT/BTC","Buy","0.00035319","1.80229473","0.000637","6/06/2017 10:42:00 PM"
"10212866","USNBT/BTC","Sell","0.00035100","30.00000000","0.010530","6/06/2017 10:25:00 PM"
"10212865","USNBT/BTC","Sell","0.00035247","0.22933880","0.000081","6/06/2017 10:25:00 PM"
"10212764","USNBT/BTC","Sell","0.00035288","0.21418409","0.000076","6/06/2017 10:23:00 PM"
"10212605","USNBT/BTC","Sell","0.00035348","1.74679314","0.000617","6/06/2017 10:19:00 PM"
"10211850","USNBT/BTC","Sell","0.00035334","1.98947892","0.000703","6/06/2017 10:06:00 PM"
"10211849","USNBT/BTC","Sell","0.00035364","0.22083947","0.000078","6/06/2017 10:06:00 PM"
